"order_id","user_id","product_id","city","order_date","delivery_time_minutes","is_cancelled","user_id","fullname","product_id","product_name","Price","Time","Wind(m/s)","Rain(mm)","Weather"
48,179,3,Nairobi,"17/08/2025 15:00",62,1,179,Nick Ullrich,3,Round Tomatoes - (appx. 6 pieces) per Kg,199,"17/08/2025 15:00",2.71,2,light rain
26,76,3,Kisumu,"20/08/2025 09:00",31,0,76,Sarah Hartmann,3,Round Tomatoes - (appx. 6 pieces) per Kg,199,"20/08/2025 09:00",1.74,0,light rain
6,57,3,Mombasa,"20/08/2025 03:00",97,0,57,Carli Kirlin,3,Round Tomatoes - (appx. 6 pieces) per Kg,199,"20/08/2025 03:00",4.64,0,overcast clouds
196,111,4,Nairobi,"19/08/2025 12:00",91,0,111,Efren Johns,4,Tomato - Italian (appx. 8 pieces) per Kg,79,"19/08/2025 12:00",3.49,0,overcast clouds
158,46,4,Nakuru,"21/08/2025 15:00",69,1,46,Hyman Daniel,4,Tomato - Italian (appx. 8 pieces) per Kg,79,"21/08/2025 15:00",2.63,0,light rain
154,69,4,Eldoret,"20/08/2025 00:00",84,0,69,Jordi Yost,4,Tomato - Italian (appx. 8 pieces) per Kg,79,"20/08/2025 00:00",0.82,0,overcast clouds
150,159,4,Kisumu,"21/08/2025 00:00",148,0,159,Cassandra Rowe,4,Tomato - Italian (appx. 8 pieces) per Kg,79,"21/08/2025 00:00",1.56,0,overcast clouds
137,172,4,Nairobi,"21/08/2025 18:00",51,1,172,Allie McKenzie,4,Tomato - Italian (appx. 8 pieces) per Kg,79,"21/08/2025 18:00",3.72,0,overcast clouds
90,11,4,Kisumu,"20/08/2025 18:00",72,0,11,Amalia Ward,4,Tomato - Italian (appx. 8 pieces) per Kg,79,"20/08/2025 18:00",1.81,0,light rain
87,113,4,Nairobi,"17/08/2025 18:00",62,0,113,Deontae Legros,4,Tomato - Italian (appx. 8 pieces) per Kg,79,"17/08/2025 18:00",2.81,2,light rain
67,101,4,Nairobi,"17/08/2025 12:00",162,1,101,Jazmyn Powlowski,4,Tomato - Italian (appx. 8 pieces) per Kg,79,"17/08/2025 12:00",2.98,4,moderate rain
29,159,4,Eldoret,"21/08/2025 18:00",91,1,159,Cassandra Rowe,4,Tomato - Italian (appx. 8 pieces) per Kg,79,"21/08/2025 18:00",1.54,0,light rain
11,100,4,Nairobi,"17/08/2025 12:00",234,0,100,Torrey Flatley,4,Tomato - Italian (appx. 8 pieces) per Kg,79,"17/08/2025 12:00",2.98,4,moderate rain
190,173,5,Mombasa,"19/08/2025 15:00",107,0,173,Samson Bahringer,5,White Potatoes - (appx. 5 pieces) per Kg,99,"19/08/2025 15:00",5.99,0,broken clouds
166,53,5,Eldoret,"19/08/2025 18:00",107,0,53,King Yundt,5,White Potatoes - (appx. 5 pieces) per Kg,99,"19/08/2025 18:00",1.76,2,light rain
96,191,5,Mombasa,"17/08/2025 21:00",31,1,191,Charlene Simonis,5,White Potatoes - (appx. 5 pieces) per Kg,99,"17/08/2025 21:00",5.7,0,broken clouds
88,155,5,Kisumu,"20/08/2025 00:00",197,1,155,Marjolaine Bernhard,5,White Potatoes - (appx. 5 pieces) per Kg,99,"20/08/2025 00:00",2.19,0,light rain
71,47,5,Eldoret,"20/08/2025 18:00",51,1,47,Rodolfo Anderson,5,White Potatoes - (appx. 5 pieces) per Kg,99,"20/08/2025 18:00",0.13,0,light rain
45,92,5,Nairobi,"21/08/2025 18:00",188,1,92,Parker Sauer,5,White Potatoes - (appx. 5 pieces) per Kg,99,"21/08/2025 18:00",3.72,0,overcast clouds
163,135,6,Nairobi,"19/08/2025 18:00",192,0,135,Randal Gislason,6,Red Alika Potatoes - (appx. 5 pieces) per Kg,199,"19/08/2025 18:00",3.22,0,overcast clouds
132,67,6,Mombasa,"21/08/2025 21:00",213,1,67,Emmanuel Veum,6,Red Alika Potatoes - (appx. 5 pieces) per Kg,199,"21/08/2025 21:00",5.22,0,few clouds
120,1,6,Nakuru,"20/08/2025 18:00",232,1,1,Cristobal Cremin,6,Red Alika Potatoes - (appx. 5 pieces) per Kg,199,"20/08/2025 18:00",0.39,0,light rain
85,96,6,Nakuru,"21/08/2025 06:00",175,0,96,Hubert Fritsch,6,Red Alika Potatoes - (appx. 5 pieces) per Kg,199,"21/08/2025 06:00",2.51,0,overcast clouds
76,68,6,Mombasa,"18/08/2025 09:00",238,1,68,Cletus Kuhlman,6,Red Alika Potatoes - (appx. 5 pieces) per Kg,199,"18/08/2025 09:00",7.12,0,light rain
62,88,6,Eldoret,"18/08/2025 12:00",88,0,88,Jeremie Bauch,6,Red Alika Potatoes - (appx. 5 pieces) per Kg,199,"18/08/2025 12:00",2.56,4,moderate rain
60,86,6,Nakuru,"19/08/2025 09:00",37,0,86,Julius Ullrich,6,Red Alika Potatoes - (appx. 5 pieces) per Kg,199,"19/08/2025 09:00",2.7,0,light rain
27,145,6,Mombasa,"18/08/2025 06:00",86,1,145,Ezequiel Gaylord,6,Red Alika Potatoes - (appx. 5 pieces) per Kg,199,"18/08/2025 06:00",6.37,0,light rain
22,166,6,Eldoret,"18/08/2025 12:00",158,0,166,Dewayne Wiza,6,Red Alika Potatoes - (appx. 5 pieces) per Kg,199,"18/08/2025 12:00",2.56,4,moderate rain
122,40,7,Nairobi,"20/08/2025 18:00",232,0,40,Virgie Spinka,7,Sweet Potato - Local  (appx. 2 pieces) per Kg,179,"20/08/2025 18:00",2.48,0,overcast clouds
100,88,7,Nakuru,"21/08/2025 06:00",223,0,88,Jeremie Bauch,7,Sweet Potato - Local  (appx. 2 pieces) per Kg,179,"21/08/2025 06:00",2.51,0,overcast clouds
97,53,7,Nairobi,"19/08/2025 03:00",109,0,53,King Yundt,7,Sweet Potato - Local  (appx. 2 pieces) per Kg,179,"19/08/2025 03:00",1.24,0,overcast clouds
55,34,7,Eldoret,"18/08/2025 06:00",99,1,34,Fannie Wyman,7,Sweet Potato - Local  (appx. 2 pieces) per Kg,179,"18/08/2025 06:00",1.8,0,light rain
104,116,8,Eldoret,"17/08/2025 03:00",62,0,116,Waino Heaney,8,Carrots (appx. 10 pieces) per Kg,99,"17/08/2025 03:00",0.43,0,scattered clouds
95,103,8,Nakuru,"20/08/2025 06:00",57,0,103,Donavon Hudson,8,Carrots (appx. 10 pieces) per Kg,99,"20/08/2025 06:00",1.89,0,broken clouds
93,25,8,Nakuru,"18/08/2025 06:00",193,0,25,Nelda Harvey,8,Carrots (appx. 10 pieces) per Kg,99,"18/08/2025 06:00",1.28,1,light rain
82,165,8,Nairobi,"21/08/2025 21:00",113,1,165,Chaim Armstrong,8,Carrots (appx. 10 pieces) per Kg,99,"21/08/2025 21:00",3.52,0,broken clouds
75,169,8,Eldoret,"18/08/2025 09:00",220,0,169,Clemens Collier,8,Carrots (appx. 10 pieces) per Kg,99,"18/08/2025 09:00",2.41,3,light rain
58,106,8,Nakuru,"19/08/2025 09:00",103,1,106,Alfreda Bosco,8,Carrots (appx. 10 pieces) per Kg,99,"19/08/2025 09:00",2.7,0,light rain
57,138,8,Nairobi,"19/08/2025 21:00",66,0,138,Cathy Huels,8,Carrots (appx. 10 pieces) per Kg,99,"19/08/2025 21:00",3.01,0,overcast clouds
52,97,8,Kisumu,"21/08/2025 00:00",217,0,97,Marielle Wuckert,8,Carrots (appx. 10 pieces) per Kg,99,"21/08/2025 00:00",1.56,0,overcast clouds
42,35,8,Nakuru,"18/08/2025 06:00",108,0,35,Manuel Pouros,8,Carrots (appx. 10 pieces) per Kg,99,"18/08/2025 06:00",1.28,1,light rain
200,127,9,Nakuru,"19/08/2025 21:00",119,0,127,Dane Muller,9,BabyMarrow/ Courgettes/ Zucchini  ( appx. 6 pieces) per Kg,149,"19/08/2025 21:00",1.46,0,overcast clouds
198,168,9,Kisumu,"18/08/2025 06:00",200,1,168,Elroy Tillman,9,BabyMarrow/ Courgettes/ Zucchini  ( appx. 6 pieces) per Kg,149,"18/08/2025 06:00",0.5,0,overcast clouds
185,142,9,Nakuru,"17/08/2025 18:00",154,1,142,Delores Schuppe,9,BabyMarrow/ Courgettes/ Zucchini  ( appx. 6 pieces) per Kg,149,"17/08/2025 18:00",0.29,4,moderate rain
148,65,9,Nairobi,"17/08/2025 12:00",119,0,65,Arlene Mann,9,BabyMarrow/ Courgettes/ Zucchini  ( appx. 6 pieces) per Kg,149,"17/08/2025 12:00",2.98,4,moderate rain
144,86,9,Eldoret,"20/08/2025 00:00",118,1,86,Julius Ullrich,9,BabyMarrow/ Courgettes/ Zucchini  ( appx. 6 pieces) per Kg,149,"20/08/2025 00:00",0.82,0,overcast clouds
142,155,9,Mombasa,"20/08/2025 15:00",157,0,155,Marjolaine Bernhard,9,BabyMarrow/ Courgettes/ Zucchini  ( appx. 6 pieces) per Kg,149,"20/08/2025 15:00",5.87,0,overcast clouds
130,48,9,Eldoret,"21/08/2025 09:00",211,1,48,Angelita Cormier,9,BabyMarrow/ Courgettes/ Zucchini  ( appx. 6 pieces) per Kg,149,"21/08/2025 09:00",1.07,0,overcast clouds
86,59,9,Nairobi,"19/08/2025 15:00",145,0,59,Dallas Bergnaum,9,BabyMarrow/ Courgettes/ Zucchini  ( appx. 6 pieces) per Kg,149,"19/08/2025 15:00",2.53,0,overcast clouds
23,146,9,Nairobi,"17/08/2025 06:00",216,1,146,Laila Mraz,9,BabyMarrow/ Courgettes/ Zucchini  ( appx. 6 pieces) per Kg,149,"17/08/2025 06:00",1.23,0,broken clouds
195,139,10,Kisumu,"17/08/2025 06:00",61,1,139,Tillman Volkman,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"17/08/2025 06:00",2.17,0,broken clouds
177,43,10,Kisumu,"19/08/2025 00:00",186,1,43,Tod Jones,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"19/08/2025 00:00",2.43,0,overcast clouds
169,151,10,Nakuru,"17/08/2025 03:00",210,0,151,Elissa Rice,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"17/08/2025 03:00",0.98,0,broken clouds
134,197,10,Kisumu,"19/08/2025 09:00",198,1,197,Josue Ledner,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"19/08/2025 09:00",2.18,0,light rain
131,130,10,Eldoret,"20/08/2025 03:00",76,0,130,Eldon Davis,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"20/08/2025 03:00",2.17,0,overcast clouds
112,66,10,Nakuru,"18/08/2025 00:00",205,1,66,Jace Koss,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"18/08/2025 00:00",0.52,1,light rain
102,200,10,Eldoret,"19/08/2025 00:00",133,0,200,Sven Durgan,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"19/08/2025 00:00",1.94,2,light rain
77,84,10,Kisumu,"18/08/2025 09:00",164,0,84,Ernestine Legros,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"18/08/2025 09:00",1.44,0,light rain
69,95,10,Nakuru,"19/08/2025 15:00",102,1,95,Doyle Doyle,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"19/08/2025 15:00",1.25,2,light rain
35,159,10,Nakuru,"18/08/2025 09:00",107,0,159,Cassandra Rowe,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"18/08/2025 09:00",0.52,3,moderate rain
18,20,10,Eldoret,"21/08/2025 00:00",239,1,20,Loma Weimann,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"21/08/2025 00:00",2.43,0,overcast clouds
12,4,10,Nakuru,"18/08/2025 15:00",77,1,4,Mossie West,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"18/08/2025 15:00",0.15,5,moderate rain
7,44,10,Eldoret,"19/08/2025 09:00",147,0,44,Melyssa Lockman,10,Sukuma Wiki (Collard Greens) per Bunch.,29,"19/08/2025 09:00",2.13,0,light rain
168,168,11,Nairobi,"21/08/2025 06:00",153,1,168,Elroy Tillman,11,Spinach Local (Swiss Chard) per Bunch.,29,"21/08/2025 06:00",1.64,0,scattered clouds
153,125,11,Kisumu,"21/08/2025 21:00",137,1,125,Kelsi Moen,11,Spinach Local (Swiss Chard) per Bunch.,29,"21/08/2025 21:00",2.24,0,broken clouds
145,177,11,Kisumu,"17/08/2025 09:00",56,0,177,Danielle Kovacek,11,Spinach Local (Swiss Chard) per Bunch.,29,"17/08/2025 09:00",0.9,0,broken clouds
113,116,11,Kisumu,"21/08/2025 21:00",91,1,116,Waino Heaney,11,Spinach Local (Swiss Chard) per Bunch.,29,"21/08/2025 21:00",2.24,0,broken clouds
106,152,11,Eldoret,"19/08/2025 09:00",53,1,152,Waldo Schmeler,11,Spinach Local (Swiss Chard) per Bunch.,29,"19/08/2025 09:00",2.13,0,light rain
103,162,11,Mombasa,"20/08/2025 21:00",39,0,162,Giles Mills,11,Spinach Local (Swiss Chard) per Bunch.,29,"20/08/2025 21:00",6.35,0,broken clouds
91,79,11,Kisumu,"17/08/2025 21:00",53,0,79,Nelle Treutel,11,Spinach Local (Swiss Chard) per Bunch.,29,"17/08/2025 21:00",2.24,2,light rain
84,6,11,Nairobi,"19/08/2025 06:00",205,1,6,Desiree Herzog,11,Spinach Local (Swiss Chard) per Bunch.,29,"19/08/2025 06:00",2.24,0,overcast clouds
61,72,11,Nairobi,"18/08/2025 03:00",187,1,72,Jaida Hessel,11,Spinach Local (Swiss Chard) per Bunch.,29,"18/08/2025 03:00",1.1,0,light rain
54,110,11,Kisumu,"19/08/2025 21:00",115,1,110,Daisha Feest,11,Spinach Local (Swiss Chard) per Bunch.,29,"19/08/2025 21:00",1.66,0,light rain
13,123,11,Mombasa,"21/08/2025 12:00",66,1,123,Catherine Toy,11,Spinach Local (Swiss Chard) per Bunch.,29,"21/08/2025 12:00",6.81,0,scattered clouds
178,132,12,Nairobi,"18/08/2025 12:00",52,0,132,Waino Lesch,12,Broccoli (appx. 3 heads) per Kg.,299,"18/08/2025 12:00",3.98,0,light rain
167,47,12,Mombasa,"21/08/2025 06:00",96,1,47,Rodolfo Anderson,12,Broccoli (appx. 3 heads) per Kg.,299,"21/08/2025 06:00",5.75,0,light rain
140,92,12,Eldoret,"21/08/2025 18:00",199,1,92,Parker Sauer,12,Broccoli (appx. 3 heads) per Kg.,299,"21/08/2025 18:00",1.54,0,light rain
38,167,12,Eldoret,"21/08/2025 15:00",151,1,167,Blair Stoltenberg,12,Broccoli (appx. 3 heads) per Kg.,299,"21/08/2025 15:00",2.76,1,light rain
30,57,12,Nakuru,"19/08/2025 21:00",162,1,57,Carli Kirlin,12,Broccoli (appx. 3 heads) per Kg.,299,"19/08/2025 21:00",1.46,0,overcast clouds
9,91,12,Eldoret,"21/08/2025 06:00",73,0,91,Izaiah Hegmann,12,Broccoli (appx. 3 heads) per Kg.,299,"21/08/2025 06:00",3.37,0,broken clouds
1,23,12,Eldoret,"17/08/2025 12:00",59,0,23,Madalyn Waters,12,Broccoli (appx. 3 heads) per Kg.,299,"17/08/2025 12:00",2.34,3,moderate rain
199,137,13,Nairobi,"19/08/2025 09:00",154,0,137,Amie Rath,13,Cauliflower (appx. 1 piece) per Kg,299,"19/08/2025 09:00",2.98,0,light rain
184,23,13,Nakuru,"17/08/2025 09:00",143,0,23,Madalyn Waters,13,Cauliflower (appx. 1 piece) per Kg,299,"17/08/2025 09:00",2.97,2,light rain
172,184,13,Eldoret,"21/08/2025 03:00",84,0,184,Gabrielle Cruickshank,13,Cauliflower (appx. 1 piece) per Kg,299,"21/08/2025 03:00",2.9,0,overcast clouds
111,47,13,Kisumu,"20/08/2025 21:00",231,0,47,Rodolfo Anderson,13,Cauliflower (appx. 1 piece) per Kg,299,"20/08/2025 21:00",1.88,0,overcast clouds
110,44,13,Kisumu,"19/08/2025 15:00",160,1,44,Melyssa Lockman,13,Cauliflower (appx. 1 piece) per Kg,299,"19/08/2025 15:00",0.88,1,light rain
109,109,13,Mombasa,"21/08/2025 18:00",218,1,109,Maryam Langworth,13,Cauliflower (appx. 1 piece) per Kg,299,"21/08/2025 18:00",6.31,0,few clouds
83,121,13,Eldoret,"18/08/2025 18:00",239,1,121,Alba Murray,13,Cauliflower (appx. 1 piece) per Kg,299,"18/08/2025 18:00",2.39,4,moderate rain
197,24,14,Mombasa,"20/08/2025 00:00",123,0,24,Raphael Strosin,14,Dhania (Cilantro) per Bunch,29,"20/08/2025 00:00",4.39,0,scattered clouds
165,114,14,Nakuru,"21/08/2025 21:00",173,1,114,Yvette Quigley,14,Dhania (Cilantro) per Bunch,29,"21/08/2025 21:00",0.45,0,broken clouds
161,120,14,Kisumu,"21/08/2025 15:00",136,1,120,Everette Lemke,14,Dhania (Cilantro) per Bunch,29,"21/08/2025 15:00",3.57,0,scattered clouds
79,117,14,Nairobi,"17/08/2025 06:00",169,1,117,Riley Kertzmann,14,Dhania (Cilantro) per Bunch,29,"17/08/2025 06:00",1.23,0,broken clouds
51,79,14,Nairobi,"17/08/2025 06:00",56,1,79,Nelle Treutel,14,Dhania (Cilantro) per Bunch,29,"17/08/2025 06:00",1.23,0,broken clouds
16,148,14,Mombasa,"19/08/2025 06:00",127,0,148,Neoma Price,14,Dhania (Cilantro) per Bunch,29,"19/08/2025 06:00",6.57,0,light rain
135,167,15,Eldoret,"20/08/2025 21:00",191,1,167,Blair Stoltenberg,15,Basil per Bunch,69,"20/08/2025 21:00",1.2,0,overcast clouds
128,20,15,Nakuru,"17/08/2025 00:00",147,0,20,Loma Weimann,15,Basil per Bunch,69,"17/08/2025 00:00",1.05,0,light rain
72,195,15,Kisumu,"21/08/2025 18:00",120,1,195,Maye Jakubowski,15,Basil per Bunch,69,"21/08/2025 18:00",0.32,0,light rain
64,39,15,Nairobi,"17/08/2025 21:00",71,1,39,Kyla Effertz,15,Basil per Bunch,69,"17/08/2025 21:00",1.54,0,light rain
43,95,15,Eldoret,"21/08/2025 09:00",208,0,95,Doyle Doyle,15,Basil per Bunch,69,"21/08/2025 09:00",1.07,0,overcast clouds
25,167,15,Nakuru,"20/08/2025 18:00",33,1,167,Blair Stoltenberg,15,Basil per Bunch,69,"20/08/2025 18:00",0.39,0,light rain
21,26,15,Nakuru,"17/08/2025 18:00",208,0,26,Otho Ortiz,15,Basil per Bunch,69,"17/08/2025 18:00",0.29,4,moderate rain
14,188,15,Mombasa,"18/08/2025 03:00",198,1,188,Randy Hamill,15,Basil per Bunch,69,"18/08/2025 03:00",5.33,0,light rain
192,33,16,Mombasa,"19/08/2025 00:00",229,0,33,Morton Monahan,16,Parsley per Bunch,29,"19/08/2025 00:00",4.76,0,broken clouds
183,82,16,Eldoret,"20/08/2025 12:00",165,0,82,Eloise Runte,16,Parsley per Bunch,29,"20/08/2025 12:00",2.3,1,light rain
78,7,16,Kisumu,"20/08/2025 15:00",133,1,7,Ralph Franecki,16,Parsley per Bunch,29,"20/08/2025 15:00",1.01,0,overcast clouds
74,76,16,Mombasa,"20/08/2025 09:00",97,0,76,Sarah Hartmann,16,Parsley per Bunch,29,"20/08/2025 09:00",6.47,0,broken clouds
70,74,16,Kisumu,"18/08/2025 06:00",236,0,74,Roscoe Walker,16,Parsley per Bunch,29,"18/08/2025 06:00",0.5,0,overcast clouds
181,58,17,Eldoret,"21/08/2025 12:00",99,0,58,Jensen Mohr,17,Leeks - (appx. 3 pieces) per Kg,199,"21/08/2025 12:00",3.45,1,light rain
175,113,17,Nakuru,"17/08/2025 12:00",225,0,113,Deontae Legros,17,Leeks - (appx. 3 pieces) per Kg,199,"17/08/2025 12:00",2.62,2,light rain
157,199,17,Kisumu,"19/08/2025 21:00",227,0,199,Johanna Okuneva,17,Leeks - (appx. 3 pieces) per Kg,199,"19/08/2025 21:00",1.66,0,light rain
151,46,17,Nairobi,"19/08/2025 06:00",137,1,46,Hyman Daniel,17,Leeks - (appx. 3 pieces) per Kg,199,"19/08/2025 06:00",2.24,0,overcast clouds
124,196,17,Eldoret,"19/08/2025 00:00",237,0,196,Gussie Volkman,17,Leeks - (appx. 3 pieces) per Kg,199,"19/08/2025 00:00",1.94,2,light rain
99,133,17,Mombasa,"19/08/2025 03:00",72,1,133,Luther Oberbrunner,17,Leeks - (appx. 3 pieces) per Kg,199,"19/08/2025 03:00",4.95,0,light rain
94,22,17,Eldoret,"18/08/2025 00:00",197,1,22,Christa Kozey,17,Leeks - (appx. 3 pieces) per Kg,199,"18/08/2025 00:00",1.72,0,light rain
81,156,17,Kisumu,"19/08/2025 18:00",201,1,156,Marcelo White,17,Leeks - (appx. 3 pieces) per Kg,199,"19/08/2025 18:00",1.77,2,light rain
80,122,17,Nairobi,"20/08/2025 03:00",96,1,122,Jevon Gleichner,17,Leeks - (appx. 3 pieces) per Kg,199,"20/08/2025 03:00",1.15,0,overcast clouds
63,124,17,Mombasa,"21/08/2025 18:00",126,1,124,Libby Rogahn,17,Leeks - (appx. 3 pieces) per Kg,199,"21/08/2025 18:00",6.31,0,few clouds
49,107,17,Nairobi,"20/08/2025 12:00",230,1,107,Glenna Kutch,17,Leeks - (appx. 3 pieces) per Kg,199,"20/08/2025 12:00",4.3,0,overcast clouds
44,103,17,Eldoret,"17/08/2025 15:00",42,1,103,Donavon Hudson,17,Leeks - (appx. 3 pieces) per Kg,199,"17/08/2025 15:00",1.03,5,moderate rain
39,8,17,Mombasa,"19/08/2025 12:00",87,0,8,Keith Christiansen,17,Leeks - (appx. 3 pieces) per Kg,199,"19/08/2025 12:00",6.76,0,broken clouds
32,2,17,Nakuru,"18/08/2025 03:00",51,1,2,Hillary Hickle,17,Leeks - (appx. 3 pieces) per Kg,199,"18/08/2025 03:00",0.62,1,light rain
193,45,18,Nairobi,"19/08/2025 03:00",114,1,45,Ena Herzog,18,Celery ( appx. 1 pc) per kg,299,"19/08/2025 03:00",1.24,0,overcast clouds
114,45,18,Kisumu,"20/08/2025 00:00",53,1,45,Ena Herzog,18,Celery ( appx. 1 pc) per kg,299,"20/08/2025 00:00",2.19,0,light rain
105,117,18,Eldoret,"19/08/2025 00:00",131,1,117,Riley Kertzmann,18,Celery ( appx. 1 pc) per kg,299,"19/08/2025 00:00",1.94,2,light rain
101,139,18,Nakuru,"19/08/2025 06:00",202,0,139,Tillman Volkman,18,Celery ( appx. 1 pc) per kg,299,"19/08/2025 06:00",0.61,0,light rain
